user,1,2,3,4,5,6
287,Schindler's List,Great Expectations,Live,Apollo 13,Hamlet,Small Soldiers
288,Bridge,Home,Daydream,Cracked Rearview,Another Night,Don Henley's Greatest Hits
289,Whaler,The Shining,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Live,The Avengers
290,Another Night,Babe,The Mask of Zorro,The Object Of My Affection,The Muppet Movie,The Little Mermaid
291,New Beginning,Schindler's List,Waiting to Exhale: The Soundtrack,Small Soldiers,Apollo 13,Caddyshack
292,Small Soldiers,Apollo 13,The Muppet Movie,Lady and the Tramp,And Out Come Wolves,Ballbreaker
293,Titanic,Lady and the Tramp,Good Will Hunting,Lucy,Four,The Object Of My Affection
294,Daydream,Live,Mulan,The Princess Bride,Bridge,Waiting to Exhale: The Soundtrack
295,Lucy,Crash,Vanishing Point,A Bug's Life,One Hot Minute,Hamlet
296,You've Got Mail,One Hot Minute,Stunt,Ballbreaker,Lucy,Babe
297,Swingers,Original Musiquarium,Your Little Secret,Bridge,Small Soldiers,The Lion King
298,Babe,Collective Soul,Everest,The Object Of My Affection,Lady and the Tramp,Lucy
299,Sense and Sensibility,Bridge,Home,The Wedding Singer,Dangerous Beauty,The Muppet Movie
300,Hamlet,Apollo 13,Small Soldiers,Hell Freezes Over,Your Little Secret,How to Play Piano 1
301,Hamlet,Games Rednecks Play,Cracked Rearview,Waiting to Exhale: The Soundtrack,Daydream,Small Soldiers
302,The Mask of Zorro,Everest,The Object Of My Affection,The Wedding Singer,You've Got Mail,Frankenstein
303,Hamlet,Schindler's List,Crazy Sexy Cool,Olympus Stylus Zoom Compact Camera,The Shining,The Picture of Dorian Gray
304,Ballbreaker,Cracked Rearview,Its A Mystery,Crazy Sexy Cool,Fresh Horses,Stunt
305,Seal (94),Waiting to Exhale: The Soundtrack,The Rugrats Movie,Hell Freezes Over,Your Little Secret,Apollo 13
306,Waiting to Exhale: The Soundtrack,Cracked Rearview,Titanic,Barney,Seal (94),Stunt
307,Throwing Copper,The Shining,Good Will Hunting,Hamlet,Its A Mystery,Four
308,Whaler,Lady and the Tramp,Morning Glory,The Woman In Me,Good Will Hunting,Hamlet
309,Armageddon,Seal (94),Crash,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Your Little Secret
310,Home,Cracked Rearview,Another Night,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Sense and Sensibility
311,Golf My Way Collection,A Bug's Life,Swingers,Games Rednecks Play,Ballbreaker,Ozzmosis
312,Barney,Bridge,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,The Hustler,Live
313,Ballbreaker,Crash,Hell Freezes Over,One Hot Minute,Lucy,Another Night
314,Golf My Way Collection,Live,Great Expectations,Ballbreaker,Lucy,The Horse Whisperer
315,Four,Schindler's List,A Bug's Life,Mulan,The Truman Show,Games Rednecks Play
316,Daydream,Another Night,The Hustler,Live,The Avengers,The Wedding Singer
317,Don Henley's Greatest Hits,New Beginning,Daydream,Hamlet,The Princess Bride,You've Got Mail
318,The Avengers,Original Musiquarium,Daydream,Sense and Sensibility,Live,Caddyshack
319,Ozzmosis,The Rugrats Movie,Hell Freezes Over,The Hustler,The Horse Whisperer,Schindler's List
320,Cracked Rearview,Hamlet,Whaler,Armageddon,The Wedding Singer,The Woman In Me
321,Ballbreaker,Lucy,Crash,Its A Mystery,Babe,Hell Freezes Over
322,Stunt,Bridge,Cracked Rearview,Waiting to Exhale: The Soundtrack,Blue's Clues,Charlotte's Web
323,Dangerous Beauty,The Parent Trap,Ballbreaker,Frankenstein,Home,Everest
324,Four,Ballbreaker,Ozzmosis,Its A Mystery,Collective Soul,Your Little Secret
325,New Beginning,Starting Over,Lucy,Waiting to Exhale: The Soundtrack,Schindler's List,Apollo 13
326,Don Henley's Greatest Hits,Waiting to Exhale: The Soundtrack,Home,Four,Swingers,Schindler's List
327,New Beginning,Hamlet,Daydream,Titanic,Swingers,Charlotte's Web
328,You've Got Mail,Small Soldiers,Home,Ozzmosis,Four,Your Little Secret
329,Bridge,Titanic,Home,Don Henley's Greatest Hits,Its A Mystery,Vanishing Point
330,The Velvet Rope,Ballbreaker,Bridge,The Rugrats Movie,Another Night,Cracked Rearview
331,Bridge,Cracked Rearview,Home,Dangerous Beauty,The Parent Trap,Charlotte's Web
332,Charlotte's Web,Apollo 13,Sony Handycam Digital Recorder,Ballbreaker,Whaler,Four
333,Lady and the Tramp,Gone,Starting Over,The Picture of Dorian Gray,Golf My Way Collection,Great Expectations
334,Charlotte's Web,Hamlet,Schindler's List,Titanic,The Object Of My Affection,The Princess Bride
335,The Object Of My Affection,Morning Glory,The Woman In Me,How to Play Piano 1,New Beginning,Ballbreaker
336,New Beginning,Don Henley's Greatest Hits,Titanic,A Bug's Life,Live,The Princess Bride
337,Cracked Rearview,Stunt,Home,Another Night,Apollo 13,Great Expectations
338,Schindler's List,Charlotte's Web,Blue's Clues,Gone,Stunt,Frankenstein
339,The Picture of Dorian Gray,Four,Ferris Bueller's Day Off,A Bug's Life,The Truman Show,Swingers
340,The Avengers,Live,Caddyshack,The Infinite Sadness,A Boy Named Goo,The Picture of Dorian Gray
341,Its A Mystery,Your Little Secret,Crazy Sexy Cool,Fresh Horses,New Beginning,Good Will Hunting
342,Small Soldiers,Your Little Secret,Seal (94),Starting Over,Hamlet,Crash
343,Daydream,The Woman In Me,Another Night,Home,Don Henley's Greatest Hits,How to Play Piano 1
344,Vanishing Point,Blue's Clues,Mulan,New Beginning,Ballbreaker,Bridge
345,Lady and the Tramp,The Infinite Sadness,Ballbreaker,Collective Soul,Daydream,Whaler
346,The Hustler,The Picture of Dorian Gray,Another Night,The Year Without a Santa Claus,Crash,Hamlet
347,Ballbreaker,How to Play Piano 1,Whaler,Vanishing Point,Titanic,Great Expectations
348,Schindler's List,Apollo 13,A Bug's Life,Mulan,Barney,One Hot Minute
349,New Beginning,Ozzmosis,Your Little Secret,Ferris Bueller's Day Off,Caddyshack,The Woman In Me
350,The Little Mermaid,Whaler,Sense and Sensibility,Schindler's List,Great Expectations,Blue's Clues
351,Don Henley's Greatest Hits,Crazy Sexy Cool,New Beginning,Waiting to Exhale: The Soundtrack,Its A Mystery,Home
352,Apollo 13,Caddyshack,Charlotte's Web,The Picture of Dorian Gray,Big Willie Style,Small Soldiers
353,A Bug's Life,Schindler's List,Morning Glory,Crazy Sexy Cool,New Beginning,Fresh Horses
354,Hamlet,Small Soldiers,Apollo 13,Caddyshack,Lady and the Tramp,Games Rednecks Play
355,Another Night,Cracked Rearview,Home,The Hustler,Ferris Bueller's Day Off,The Year Without a Santa Claus
356,Alice In Chains,Lucy,Vanishing Point,A Bug's Life,New Beginning,Waiting to Exhale: The Soundtrack
357,Alice In Chains,Lucy,New Beginning,Daydream,Don Henley's Greatest Hits,Babe
358,Hell Freezes Over,Great Expectations,The Year Without a Santa Claus,Ballbreaker,Crash,Another Night
359,Schindler's List,The Horse Whisperer,Charlotte's Web,Mulan,The Little Mermaid,Crazy Sexy Cool
360,The Parent Trap,Don Henley's Greatest Hits,Titanic,Crazy Sexy Cool,Sony Handycam Digital Recorder,Cracked Rearview
361,Another Night,The Hustler,Let's Play Soccer,Bridge,Cracked Rearview,Home
362,Whaler,A Bug's Life,Vanishing Point,Alice In Chains,Morning Glory,The Woman In Me
363,Lucy,Crash,Bridge,Waiting to Exhale: The Soundtrack,Its A Mystery,Babe
364,Swingers,Original Musiquarium,Dangerous Beauty,Great Expectations,The Parent Trap,The Muppet Movie
365,How to Play Piano 1,The Parent Trap,Hamlet,Schindler's List,The Horse Whisperer,Ferris Bueller's Day Off
366,How to Play Piano 1,Hamlet,Don Henley's Greatest Hits,The Object Of My Affection,Charlotte's Web,Swingers
367,The Woman In Me,I Love To Polka,Another Night,Whaler,Daydream,The Wedding Singer
368,Waiting to Exhale: The Soundtrack,Titanic,The Little Mermaid,Seal (94),New Beginning,Home
369,The Parent Trap,Gone,Your Little Secret,Titanic,Dangerous Beauty,Charlotte's Web
370,Ballbreaker,Hell Freezes Over,Titanic,The Horse Whisperer,Ferris Bueller's Day Off,The Little Mermaid
371,Ballbreaker,Small Soldiers,Babe,Another Night,Home,The Rugrats Movie
372,Ballbreaker,Its A Mystery,Your Little Secret,Everest,Relish,Crash
373,Small Soldiers,Cracked Rearview,Waiting to Exhale: The Soundtrack,Home,Another Night,The Year Without a Santa Claus
374,Bridge,The Rugrats Movie,Ozzmosis,Your Little Secret,The Picture of Dorian Gray,The Hustler
375,Morning Glory,Ballbreaker,Schindler's List,The Horse Whisperer,Ferris Bueller's Day Off,The Little Mermaid
376,Titanic,Swingers,Hamlet,Small Soldiers,Schindler's List,Apollo 13
377,Bridge,Cracked Rearview,Schindler's List,Blue's Clues,Titanic,Charlotte's Web
378,New Beginning,Ozzmosis,The Horse Whisperer,Caddyshack,Apollo 13,The Mask of Zorro
379,Whaler,Sense and Sensibility,Bridge,Jesus of Nazareth,You've Got Mail,Blue's Clues
380,The Parent Trap,Gone,Frankenstein,Cracked Rearview,Its A Mystery,Four
381,Waiting to Exhale: The Soundtrack,A Bug's Life,Home,Cracked Rearview,Its A Mystery,Four
382,Schindler's List,Ferris Bueller's Day Off,Morning Glory,Good Will Hunting,Cracked Rearview,How to Play Piano 1
383,Waiting to Exhale: The Soundtrack,Sense and Sensibility,Great Expectations,Barney,Mulan,Seal (94)
384,Whaler,Lady and the Tramp,Morning Glory,Crazy Sexy Cool,The Woman In Me,Fresh Horses
385,Live,The Wedding Singer,Ballbreaker,Golf My Way Collection,Waiting to Exhale: The Soundtrack,Whaler
386,Babe,Its A Mystery,Collective Soul,Vanishing Point,A Bug's Life,The Truman Show
387,Crash,Bridge,Cracked Rearview,Hamlet,Armageddon,Sense and Sensibility
388,How to Play Piano 1,Dangerous Beauty,The Object Of My Affection,Alice In Chains,Good Will Hunting,Cracked Rearview
389,New Beginning,Barney,Bridge,Waiting to Exhale: The Soundtrack,Don Henley's Greatest Hits,Small Soldiers
390,Titanic,The Object Of My Affection,The Muppet Movie,Swingers,Charlotte's Web,The Parent Trap
391,Titanic,Sense and Sensibility,Swingers,Charlotte's Web,Ballbreaker,Bridge
392,Daydream,Whaler,The Avengers,A Bug's Life,Ballbreaker,Jesus of Nazareth
393,Ozzmosis,One Hot Minute,Frankenstein,Its A Mystery,Your Little Secret,Crash
394,Schindler's List,The Shining,Waiting to Exhale: The Soundtrack,Daydream,Small Soldiers,Whaler
395,Cracked Rearview,Hamlet,Olympus Stylus Zoom Compact Camera,Whaler,The Lion King,The Parent Trap
396,The Picture of Dorian Gray,Ballbreaker,Its A Mystery,Ozzmosis,Four,Live
397,Home,Cracked Rearview,Crash,Your Little Secret,The Horse Whisperer,Apollo 13
398,Ballbreaker,Cracked Rearview,Vanishing Point,The Avengers,A Bug's Life,The Infinite Sadness
399,Small Soldiers,Crash,Your Little Secret,Armageddon,Hamlet,Hell Freezes Over
400,Original Musiquarium,Bridge,A Bug's Life,Swingers,Alice In Chains,Games Rednecks Play
401,Waiting to Exhale: The Soundtrack,The Velvet Rope,Don Henley's Greatest Hits,Babe,The Rugrats Movie,Big Willie Style
402,Schindler's List,A Bug's Life,One Hot Minute,Gone,Four,Your Little Secret
403,Cracked Rearview,Another Night,The Hustler,Let's Play Soccer,Bridge,Daydream
404,Golf My Way Collection,Jesus of Nazareth,Lucy,Hamlet,Daydream,Babe
405,Another Night,Bridge,Don Henley's Greatest Hits,Let's Play Soccer,The Hustler,Morning Glory
406,Games Rednecks Play,Caddyshack,The Muppet Movie,Swingers,A Boy Named Goo,Good Will Hunting
407,Cracked Rearview,Another Night,Gone,New Beginning,Waiting to Exhale: The Soundtrack,Home
408,Crash,Gone,Bridge,Cracked Rearview,Hamlet,Armageddon
409,Daydream,New Beginning,Great Expectations,Apollo 13,The Avengers,The Horse Whisperer
410,New Beginning,Small Soldiers,Apollo 13,The Muppet Movie,Throwing Copper,Golf My Way Collection
411,Small Soldiers,Great Expectations,Caddyshack,The Parent Trap,The Velvet Rope,Waiting to Exhale: The Soundtrack
412,Your Little Secret,Panasonic Digital Palmcorder Camcorder,Bridge,Waiting to Exhale: The Soundtrack,Small Soldiers,Four
413,Daydream,Don Henley's Greatest Hits,Whaler,The Avengers,Waiting to Exhale: The Soundtrack,Home
414,Hamlet,Hell Freezes Over,Sense and Sensibility,Morning Glory,Fresh Horses,Let's Play Soccer
415,Sense and Sensibility,Bridge,Waiting to Exhale: The Soundtrack,Home,The Year Without a Santa Claus,Barney
416,Hamlet,Small Soldiers,Your Little Secret,How to Play Piano 1,Armageddon,Titanic
417,Titanic,Blue's Clues,Charlotte's Web,Ballbreaker,Bridge,Lucy
418,Live,Sense and Sensibility,Great Expectations,The Velvet Rope,Waiting to Exhale: The Soundtrack,Big Willie Style
419,The Avengers,A Boy Named Goo,New Beginning,Whaler,The Rugrats Movie,Ozzmosis
420,Bridge,Home,Cracked Rearview,Don Henley's Greatest Hits,The Hustler,Stunt
421,New Beginning,Starting Over,Small Soldiers,Hamlet,Your Little Secret,Armageddon
422,Swingers,Lucy,Crash,Four,Your Little Secret,Collective Soul
423,Morning Glory,Bridge,Another Night,Let's Play Soccer,The Infinite Sadness,Original Musiquarium
424,One Hot Minute,New Beginning,Ballbreaker,Hell Freezes Over,Cracked Rearview,Its A Mystery
425,Cracked Rearview,Daydream,Good Will Hunting,The Object Of My Affection,Lady and the Tramp,A Boy Named Goo
426,New Beginning,A Bug's Life,Vanishing Point,One Hot Minute,The Shining,Stunt
427,How to Play Piano 1,Bridge,Cracked Rearview,Whaler,Hamlet,Daydream
428,Your Little Secret,One Hot Minute,Starting Over,I Love To Polka,Bridge,Hell Freezes Over
429,Apollo 13,Great Expectations,Hamlet,Hell Freezes Over,The Horse Whisperer,Armageddon
430,The Princess Bride,New Beginning,Ozzmosis,Don Henley's Greatest Hits,Whaler,Sony Handycam Digital Recorder
431,Bridge,Cracked Rearview,Titanic,Home,Hamlet,Crash
432,The Picture of Dorian Gray,Ozzmosis,The Mask of Zorro,Sense and Sensibility,Ferris Bueller's Day Off,The Wedding Singer
433,Ballbreaker,Hamlet,Hell Freezes Over,Sony DVD/CD/Video Player,Armageddon,Sense and Sensibility
434,And Out Come Wolves,Crash,Hamlet,Collective Soul,Its A Mystery,Four
435,Bridge,Armageddon,The Year Without a Santa Claus,Starting Over,Cracked Rearview,Home
436,New Beginning,The Picture of Dorian Gray,Bridge,The Hustler,Vanishing Point,Blue's Clues
437,Daydream,New Beginning,Another Night,Sense and Sensibility,The Avengers,The Muppet Movie
438,Titanic,Apollo 13,The Parent Trap,Gone,The Picture of Dorian Gray,Golf My Way Collection
439,Babe,Lady and the Tramp,Blue's Clues,The Lion King,Throwing Copper,Games Rednecks Play
440,Mulan,The Princess Bride,One Hot Minute,Alice In Chains,Home,Daydream
441,The Object Of My Affection,Good Will Hunting,Four,Its A Mystery,Collective Soul,Your Little Secret
442,Another Night,The Hustler,Home,Cracked Rearview,Crash,Ferris Bueller's Day Off
443,One Hot Minute,The Picture of Dorian Gray,Whaler,Four,Live,Titanic
444,The Picture of Dorian Gray,Caddyshack,A Boy Named Goo,Big Willie Style,Bridge,Four
445,Ballbreaker,Crash,Cracked Rearview,Hell Freezes Over,Armageddon,Lady and the Tramp
446,Live,New Beginning,Another Night,Hell Freezes Over,The Horse Whisperer,Great Expectations
447,New Beginning,Ballbreaker,Your Little Secret,Hell Freezes Over,The Horse Whisperer,Live
448,Caddyshack,Original Musiquarium,The Picture of Dorian Gray,Small Soldiers,Another Night,Crash
449,New Beginning,One Hot Minute,Don Henley's Greatest Hits,The Hustler,Live,The Parent Trap
450,Four,The Truman Show,The Princess Bride,The Lion King,And Out Come Wolves,Alice In Chains
451,Apollo 13,Great Expectations,Live,New Beginning,Hell Freezes Over,Home
452,New Beginning,Morning Glory,The Woman In Me,Starting Over,Ballbreaker,Hell Freezes Over
453,Cracked Rearview,Another Night,Hamlet,Let's Play Soccer,Hell Freezes Over,The Year Without a Santa Claus
454,Small Soldiers,Crash,Hamlet,Apollo 13,Armageddon,Swingers
455,Schindler's List,Good Will Hunting,Your Little Secret,Ferris Bueller's Day Off,The Princess Bride,The Truman Show
456,Hamlet,Crash,The Hustler,One Hot Minute,Alice In Chains,New Beginning
457,Home,Cracked Rearview,Another Night,Sense and Sensibility,Dangerous Beauty,The Object Of My Affection
458,Daydream,The Avengers,The Infinite Sadness,Home,Ozzmosis,Vanishing Point
459,Bridge,Great Expectations,Titanic,Charlotte's Web,You've Got Mail,New Beginning
460,Small Soldiers,Starting Over,New Beginning,Waiting to Exhale: The Soundtrack,Bridge,Hamlet
461,Sense and Sensibility,Titanic,Blue's Clues,Seal (94),The Picture of Dorian Gray,Big Willie Style
462,Crash,Ozzmosis,The Object Of My Affection,Morning Glory,Alice In Chains,Original Musiquarium
463,Original Musiquarium,Daydream,The Avengers,The Horse Whisperer,Great Expectations,Caddyshack
464,Gone,Hamlet,Caddyshack,Swingers,The Parent Trap,One Hot Minute
465,The Object Of My Affection,The Muppet Movie,Original Musiquarium,Games Rednecks Play,Small Soldiers,Waiting to Exhale: The Soundtrack
466,New Beginning,Small Soldiers,Daydream,The Princess Bride,The Muppet Movie,Throwing Copper
467,Daydream,Bridge,Home,Don Henley's Greatest Hits,Another Night,Cracked Rearview
468,Morning Glory,Hell Freezes Over,Ozzmosis,The Horse Whisperer,Ferris Bueller's Day Off,Original Musiquarium
469,Titanic,Charlotte's Web,Gone,Ballbreaker,Bridge,Cracked Rearview
470,Schindler's List,Hamlet,The Princess Bride,Charlotte's Web,Crazy Sexy Cool,Games Rednecks Play
471,Its A Mystery,Don Henley's Greatest Hits,Fresh Horses,New Beginning,Ballbreaker,Ozzmosis
472,Throwing Copper,Original Musiquarium,Games Rednecks Play,Small Soldiers,Waiting to Exhale: The Soundtrack,Its A Mystery
473,New Beginning,Hell Freezes Over,Great Expectations,Ferris Bueller's Day Off,The Parent Trap,Seal (94)
474,The Hustler,Another Night,Cracked Rearview,The Year Without a Santa Claus,Crash,Daydream
475,Daydream,Hamlet,The Hustler,Alice In Chains,Original Musiquarium,The Woman In Me
476,Games Rednecks Play,Swingers,The Muppet Movie,Original Musiquarium,Good Will Hunting,Jesus of Nazareth
477,Daydream,Hamlet,Bridge,Small Soldiers,Home,The Hustler
478,Bridge,Its A Mystery,Hell Freezes Over,Ozzmosis,Your Little Secret,Armageddon
479,Small Soldiers,Hamlet,Swingers,Collective Soul,Your Little Secret,The Princess Bride
480,The Avengers,New Beginning,Ballbreaker,Ozzmosis,Daydream,Vanishing Point
481,The Lion King,Small Soldiers,Cracked Rearview,Hamlet,Babe,Don Henley's Greatest Hits
482,The Hustler,Vanishing Point,A Bug's Life,Barney,One Hot Minute,Ballbreaker
483,Ferris Bueller's Day Off,Bridge,Collective Soul,Your Little Secret,The Mask of Zorro,The Object Of My Affection
484,Cracked Rearview,Ballbreaker,Sony Handycam Digital Recorder,Home,Whaler,Waiting to Exhale: The Soundtrack
485,Ballbreaker,Ozzmosis,Everest,The Mask of Zorro,Caddyshack,A Boy Named Goo
486,Ozzmosis,The Hustler,Live,The Year Without a Santa Claus,The Parent Trap,The Picture of Dorian Gray
487,Bridge,You've Got Mail,New Beginning,Daydream,Cracked Rearview,Don Henley's Greatest Hits
